"","Course.Identifier","College","Department","Merged","Subject.Code","Catalog.Number","Course.Description","Course.Level","Total.Student.Count","D_GRADE_COUNT","FAIL_GRADE_COUNT","WITHDRAW_GRADE_COUNT","DEW_COUNT","PASS_GRADE_COUNT","WITHDRAW_FULLMED_GRADE_COUNT","INCOMPLETE_UNGRADED_COUNT","TERM_LD","ACAD_YR_SID","Percent.D.Grade","Percent.E.Grade","Percent.W.Grade","Percent.DEW","Percent.Passed","Per.Full..Medical.Withdrawal","Per.Ungraded..Incomplete","P.F.Opt","Units","Class..","Sections","Total.Enroll","Max.Enroll","Rm.Cap","Early_Morning","Mid_Morning","Early_Afternoon","Mid_Afternoon","Evening","Asynchronous","Monday","Tuesday","Wednesday","Thursday","Friday","Saturday","Sunday","Laboratory","Lecture","Colloquim","Seminar","Workshop","Discussion","Studio","Practicum","In_Person","Full_Online","IntractTV","Hybrid","Live_Online","Reg_Session","First_Half_Session","Second_Half_Session","First_Third_Session","Second_Third_Session","Third_Third_Session","Ten_Week","Thirteen_Week","Other","College_Number"
"1999","Fall 2019_TAR_363","College of Fine Arts","Sch Theatre Film & Television","TAR_363","TAR","363","Dramaturgy","Upper Division",15,0,0,0,0,15,0,0,"Fall 2019",2020,0,0,0,0,100,0,0,"",3,64901,1,15,20,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,8
"2000","Fall 2019_TAR_400","College of Fine Arts","Sch Theatre Film & Television","TAR_400","TAR","400","Survey of Directing","Upper Division",16,0,0,0,0,16,0,0,"Fall 2019",2020,0,0,0,0,100,0,0,"",3,37772,1,16,40,50,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,8
"2001","Fall 2019_TAR_401","College of Fine Arts","Sch Theatre Film & Television","TAR_401","TAR","401","Adv Construction Tech","Upper Division",12,1,0,0,1,11,0,0,"Fall 2019",2020,8.3,0,0,8.3,91.7,0,0,"",3,82715,2,12,24,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,8
"2002","Fall 2019_TAR_402A","College of Fine Arts","Sch Theatre Film & Television","TAR_402A","TAR","402A","Combat for the Stage","Upper Division",18,0,0,0,0,18,0,0,"Fall 2019",2020,0,0,0,0,100,0,0,"",2,40091,1,18,18,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,8
"2003","Fall 2019_TAR_403","College of Fine Arts","Sch Theatre Film & Television","TAR_403","TAR","403","Musical Theatre II","Upper Division",12,0,0,0,0,12,0,0,"Fall 2019",2020,0,0,0,0,100,0,0,"",3,37774,1,12,20,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,8
"2004","Fall 2019_TAR_404","College of Fine Arts","Sch Theatre Film & Television","TAR_404","TAR","404","Musical Theatre III","Upper Division",8,1,0,0,1,7,0,0,"Fall 2019",2020,12.5,0,0,12.5,87.5,0,0,"",3,37775,1,8,20,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,8
"2005","Fall 2019_TAR_416","College of Fine Arts","Sch Theatre Film & Television","TAR_416","TAR","416","Advanced Rendering","Upper Division",17,1,0,0,1,16,0,0,"Fall 2019",2020,5.9,0,0,5.9,94.1,0,0,"",1,37776,1,17,18,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,8
"2006","Fall 2019_TAR_420","College of Fine Arts","Sch Theatre Film & Television","TAR_420","TAR","420","Adv Lighting Design I","Upper Division",16,1,0,0,1,15,0,0,"Fall 2019",2020,6.3,0,0,6.3,93.8,0,0,"",3,37777,1,16,15,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,8
"2007","Fall 2019_TAR_423","College of Fine Arts","Sch Theatre Film & Television","TAR_423","TAR","423","Scene Painting","Upper Division",7,0,0,0,0,7,0,0,"Fall 2019",2020,0,0,0,0,100,0,0,"",3,251896,4,14,45,4,1,0,3,0,0,0,1,2,1,0,0,0,0,0,1,0,0,0,0,3,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,8
"2008","Fall 2019_TAR_425","College of Fine Arts","Sch Theatre Film & Television","TAR_425","TAR","425","Costume+Scenic Design II","Upper Division",7,0,0,0,0,7,0,0,"Fall 2019",2020,0,0,0,0,100,0,0,"",3,37778,1,7,15,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,8
"2009","Fall 2019_TAR_427","College of Fine Arts","Sch Theatre Film & Television","TAR_427","TAR","427","Drafting & Draping Enter Indus","Upper Division",15,0,0,0,0,15,0,0,"Fall 2019",2020,0,0,0,0,100,0,0,"",3,64920,1,15,15,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,8
"2010","Fall 2019_TAR_430","College of Fine Arts","Sch Theatre Film & Television","TAR_430","TAR","430","Stage Management","Upper Division",8,1,0,0,1,7,0,0,"Fall 2019",2020,12.5,0,0,12.5,87.5,0,0,"",3,37779,1,8,20,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,8
"2011","Fall 2019_TAR_432","College of Fine Arts","Sch Theatre Film & Television","TAR_432","TAR","432","Theatre Management","Upper Division",24,1,0,0,1,23,0,0,"Fall 2019",2020,4.2,0,0,4.2,95.8,0,0,"",3,50019,1,24,20,32,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,8
"2012","Fall 2019_TAR_449","College of Fine Arts","Sch Theatre Film & Television","TAR_449","TAR","449","Acting V","Upper Division",16,0,0,0,0,16,0,0,"Fall 2019",2020,0,0,0,0,100,0,0,"",3,37780,1,16,18,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,8
"2013","Fall 2019_TAR_452","College of Fine Arts","Sch Theatre Film & Television","TAR_452","TAR","452","Acting VII","Upper Division",17,0,0,0,0,17,0,0,"Fall 2019",2020,0,0,0,0,100,0,0,"",3,37781,1,17,18,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,8
"2014","Fall 2019_TAR_462","College of Fine Arts","Sch Theatre Film & Television","TAR_462","TAR","462","Collaborative Play Devel","Upper Division",17,0,0,0,0,17,0,0,"Fall 2019",2020,0,0,0,0,100,0,0,"",3,64924,1,17,20,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,8
"2015","Fall 2019_TEDV_300","College of Applied Sci & Tech","Education, Div","TEDV_300","TEDV","300","Intro to Education","Upper Division",14,1,1,2,4,9,1,0,"Fall 2019",2020,7.1,7.1,14.3,28.6,64.3,7.1,0,"",3,60260,1,14,30,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3
"2016","Fall 2019_TEDV_301","College of Applied Sci & Tech","Education, Div","TEDV_301","TEDV","301","Foundations Early Childhood Ed","Upper Division",14,0,2,1,3,11,0,0,"Fall 2019",2020,0,14.3,7.1,21.4,78.6,0,0,"",3,175308,3,14,30,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3
"2017","Fall 2019_TEDV_311","College of Applied Sci & Tech","Education, Div","TEDV_311","TEDV","311","Literacy In Elem School","Upper Division",16,0,0,0,0,16,0,0,"Fall 2019",2020,0,0,0,0,100,0,0,"",3,216113,4,16,26,49,0,0,0,0,4,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,3
"2018","Fall 2019_TEDV_322","College of Applied Sci & Tech","Education, Div","TEDV_322","TEDV","322","Creative Arts In Context","Upper Division",17,0,0,0,0,17,0,0,"Fall 2019",2020,0,0,0,0,100,0,0,"",3,216123,4,17,25,49,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,3
"2019","Fall 2019_TEDV_324","College of Applied Sci & Tech","Education, Div","TEDV_324","TEDV","324","Teaching Exceptnl Chldn","Upper Division",17,0,1,0,1,16,0,0,"Fall 2019",2020,0,5.9,0,5.9,94.1,0,0,"",3,47148,1,17,30,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3
"2020","Fall 2019_TEDV_326","College of Applied Sci & Tech","Education, Div","TEDV_326","TEDV","326","Learning And Development","Upper Division",13,0,0,0,0,13,0,0,"Fall 2019",2020,0,0,0,0,100,0,0,"",3,47149,1,13,30,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3
"2021","Fall 2019_TEDV_330","College of Applied Sci & Tech","Education, Div","TEDV_330","TEDV","330","Rdng Instruction+Assesmt","Upper Division",16,0,0,0,0,15,1,0,"Fall 2019",2020,0,0,0,0,93.8,6.3,0,"",3,107089,2,16,50,38,0,0,2,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,3
"2022","Fall 2019_TEDV_331","College of Applied Sci & Tech","Education, Div","TEDV_331","TEDV","331","Lang Arts Instruc+Asssmt","Upper Division",16,0,0,0,0,15,1,0,"Fall 2019",2020,0,0,0,0,93.8,6.3,0,"",3,107091,2,16,50,38,0,0,0,2,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,3
"2023","Fall 2019_TEDV_332","College of Applied Sci & Tech","Education, Div","TEDV_332","TEDV","332","Math Instruct+Assessmnt","Upper Division",15,0,0,0,0,15,0,0,"Fall 2019",2020,0,0,0,0,100,0,0,"",3,94309,2,15,50,32,0,0,2,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,3
"2024","Fall 2019_TEDV_333","College of Applied Sci & Tech","Education, Div","TEDV_333","TEDV","333","Science Instr+Assessmnt","Upper Division",15,0,0,0,0,15,0,0,"Fall 2019",2020,0,0,0,0,100,0,0,"",3,109460,2,15,50,32,0,0,0,2,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,3
"2025","Fall 2019_TEDV_411","College of Applied Sci & Tech","Education, Div","TEDV_411","TEDV","411","Technology for Educators","Upper Division",17,0,1,5,6,11,0,0,"Fall 2019",2020,0,5.9,29.4,35.3,64.7,0,0,"",3,175290,3,17,30,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3
"2026","Fall 2019_TEDV_470","College of Applied Sci & Tech","Education, Div","TEDV_470","TEDV","470","Early Child Guidance&Class Mgt","Upper Division",11,0,1,0,1,10,0,0,"Fall 2019",2020,0,9.1,0,9.1,90.9,0,0,"",3,113063,2,11,25,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,3
"2027","Fall 2019_TEDV_474","College of Applied Sci & Tech","Education, Div","TEDV_474","TEDV","474","Teach Exceptional Early Child","Upper Division",8,0,0,1,1,7,0,0,"Fall 2019",2020,0,0,12.5,12.5,87.5,0,0,"",3,54717,1,8,15,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3
"2028","Fall 2019_TEDV_482","College of Applied Sci & Tech","Education, Div","TEDV_482","TEDV","482","Early Child Language/Literacy","Upper Division",23,0,4,1,5,18,0,0,"Fall 2019",2020,0,17.4,4.3,21.7,78.3,0,0,"",3,175286,3,23,30,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3
"2029","Fall 2019_TLS_100","College of Education","Teachg Learning Sociocult Stds","TLS_100","TLS","100","Navigating Rsrch Univ","Lower Division",74,5,1,3,9,64,1,0,"Fall 2019",2020,6.8,1.4,4.1,12.2,86.5,1.4,0,"",1,825081,12,74,228,274,4,1,3,4,0,0,3,3,2,3,1,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,0,0,12
"2030","Fall 2019_TLS_150B1","College of Education","Teachg Learning Sociocult Stds","TLS_150B1","TLS","150B1","Sport, Leisure & Consumer Cult","Lower Division",211,10,27,11,48,158,5,0,"Fall 2019",2020,4.7,12.8,5.2,22.7,74.9,2.4,0,"",3,628653,10,390,450,150,1,3,2,2,0,2,0,0,2,2,4,0,0,0,2,0,0,0,8,0,0,0,2,0,8,0,9,0,1,0,0,0,0,0,0,12
"2031","Fall 2019_TLS_150C1","College of Education","Teachg Learning Sociocult Stds","TLS_150C1","TLS","150C1","Schooling & Diversity","Lower Division",33,3,2,0,5,27,1,0,"Fall 2019",2020,9.1,6.1,0,15.2,81.8,3,0,"",3,192016,3,66,97,3,0,0,0,2,0,1,0,0,2,0,0,0,0,0,1,0,0,0,2,0,0,2,0,0,1,0,3,0,0,0,0,0,0,0,0,12
"2032","Fall 2019_TLS_197","College of Education","Teachg Learning Sociocult Stds","TLS_197","TLS","197","Success Course","Lower Division",121,2,3,2,7,107,7,0,"Fall 2019",2020,1.7,2.5,1.7,5.8,88.4,5.8,0,"",1,178927,4,121,140,144,0,0,0,4,0,0,2,0,2,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,12
"2033","Fall 2019_TLS_200","College of Education","Teachg Learning Sociocult Stds","TLS_200","TLS","200","Sustainability+Education","Lower Division",20,0,0,0,0,20,0,0,"Fall 2019",2020,0,0,0,0,100,0,0,"",3,50952,1,20,35,36,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,12
"2034","Fall 2019_TLS_201","College of Education","Teachg Learning Sociocult Stds","TLS_201","TLS","201","Phys Actv Expl Hum Body","Lower Division",172,6,7,2,15,155,2,0,"Fall 2019",2020,3.5,4.1,1.2,8.7,90.1,1.2,0,"",3,370877,6,172,175,6,1,0,1,0,0,4,1,1,1,1,0,0,0,0,6,0,0,0,0,0,0,2,4,0,0,0,2,2,2,0,0,0,0,0,0,12
"2035","Fall 2019_TLS_204","College of Education","Teachg Learning Sociocult Stds","TLS_204","TLS","204","Language Cult+Race In Ed","Lower Division",25,0,0,0,0,25,0,0,"Fall 2019",2020,0,0,0,0,100,0,0,"",3,32732,1,25,35,36,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,12
"2036","Fall 2019_TLS_239","College of Education","Teachg Learning Sociocult Stds","TLS_239","TLS","239","Literacy Tutoring","Lower Division",12,0,0,0,0,11,1,0,"Fall 2019",2020,0,0,0,0,91.7,8.3,0,"",3,60949,1,12,35,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,12
"2037","Fall 2019_TLS_300","College of Education","Teachg Learning Sociocult Stds","TLS_300","TLS","300","Classroom Process+Instr","Upper Division",88,0,0,0,0,88,0,0,"Fall 2019",2020,0,0,0,0,100,0,0,"",3,330809,5,88,111,83,3,0,0,2,0,0,1,4,1,4,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,12
"2038","Fall 2019_TLS_301","College of Education","Teachg Learning Sociocult Stds","TLS_301","TLS","301","Child Guid & Classroom Mgmt","Upper Division",23,0,0,0,0,23,0,0,"Fall 2019",2020,0,0,0,0,100,0,0,"",2,49760,1,23,35,36,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,12
"2039","Fall 2019_TLS_304","College of Education","Teachg Learning Sociocult Stds","TLS_304","TLS","304","Lang, Cult, Race & ID in Educ","Upper Division",34,0,3,3,6,28,0,0,"Fall 2019",2020,0,8.8,8.8,17.6,82.4,0,0,"",3,132253,2,34,35,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,12
"2040","Fall 2019_TLS_306","College of Education","Teachg Learning Sociocult Stds","TLS_306","TLS","306","Youth in Diverse Communities","Upper Division",53,1,1,0,2,49,2,0,"Fall 2019",2020,1.9,1.9,0,3.8,92.5,3.8,0,"",3,126456,2,53,70,47,1,0,1,0,0,0,1,0,1,0,1,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,12
"2041","Fall 2019_TLS_308","College of Education","Teachg Learning Sociocult Stds","TLS_308","TLS","308","Elementary Science Education","Upper Division",27,0,0,0,0,27,0,0,"Fall 2019",2020,0,0,0,0,100,0,0,"",3,65574,1,27,28,40,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,12
"2042","Fall 2019_TLS_310","College of Education","Teachg Learning Sociocult Stds","TLS_310","TLS","310","Lrng Stratgs for Youth/Adults","Upper Division",19,1,0,0,1,18,0,0,"Fall 2019",2020,5.3,0,0,5.3,94.7,0,0,"",3,54804,1,19,35,40,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,12
"2043","Fall 2019_TLS_311","College of Education","Teachg Learning Sociocult Stds","TLS_311","TLS","311","Intro to Program Evaluation","Upper Division",21,0,0,0,0,21,0,0,"Fall 2019",2020,0,0,0,0,100,0,0,"",3,66781,1,21,30,36,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,12
"2044","Fall 2019_TLS_316","College of Education","Teachg Learning Sociocult Stds","TLS_316","TLS","316","Tch Math Tech/Young Chld","Upper Division",23,0,0,0,0,23,0,0,"Fall 2019",2020,0,0,0,0,100,0,0,"",3,38002,1,23,35,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,12
"2045","Fall 2019_TLS_317","College of Education","Teachg Learning Sociocult Stds","TLS_317","TLS","317","Tch Soc Sci/Multi Soc B8","Upper Division",23,0,0,0,0,23,0,0,"Fall 2019",2020,0,0,0,0,100,0,0,"",3,44503,1,23,30,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,12
"2046","Fall 2019_TLS_318","College of Education","Teachg Learning Sociocult Stds","TLS_318","TLS","318","Teaching & Learning W/New Tech","Upper Division",32,0,6,3,9,23,0,0,"Fall 2019",2020,0,18.8,9.4,28.1,71.9,0,0,"",3,121917,2,32,35,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,12
"2047","Fall 2019_TLS_319","College of Education","Teachg Learning Sociocult Stds","TLS_319","TLS","319","Language/Literacy Practices","Upper Division",23,0,0,0,0,23,0,0,"Fall 2019",2020,0,0,0,0,100,0,0,"",4,47572,1,23,35,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,12
"2048","Fall 2019_TLS_320","College of Education","Teachg Learning Sociocult Stds","TLS_320","TLS","320","Early Childhood Ed Foundations","Upper Division",17,1,0,0,1,14,2,0,"Fall 2019",2020,5.9,0,0,5.9,82.4,11.8,0,"",3,45082,1,17,35,36,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,12
"2049","Fall 2019_TLS_322","College of Education","Teachg Learning Sociocult Stds","TLS_322","TLS","322","Lang Arts+Comm Elem Sch","Upper Division",94,0,0,2,2,92,0,0,"Fall 2019",2020,0,0,2.1,2.1,97.9,0,0,"",3,259926,5,94,175,5,5,0,0,0,0,0,0,2,2,1,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,12
"2050","Fall 2019_TLS_324","College of Education","Teachg Learning Sociocult Stds","TLS_324","TLS","324","Teaching Sci in Elemtry School","Upper Division",49,0,0,1,1,48,0,0,"Fall 2019",2020,0,0,2,2,98,0,0,"",3,128843,2,49,70,2,1,0,1,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,12
"2051","Fall 2019_TLS_326","College of Education","Teachg Learning Sociocult Stds","TLS_326","TLS","326","Teach & Learn Elem Math","Upper Division",44,0,0,0,0,44,0,0,"Fall 2019",2020,0,0,0,0,100,0,0,"",3,76015,2,44,70,2,1,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,12
"2052","Fall 2019_TLS_327","College of Education","Teachg Learning Sociocult Stds","TLS_327","TLS","327","Soc Sci In Multcult-Elem","Upper Division",72,0,0,1,1,71,0,0,"Fall 2019",2020,0,0,1.4,1.4,98.6,0,0,"",3,202067,4,72,140,43,0,4,0,0,0,0,1,1,1,1,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,12
"2053","Fall 2019_TLS_350","College of Education","Teachg Learning Sociocult Stds","TLS_350","TLS","350","Schooling in America","Upper Division",35,5,2,1,8,26,1,0,"Fall 2019",2020,14.3,5.7,2.9,22.9,74.3,2.9,0,"",3,65517,1,35,35,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,12
"2054","Fall 2019_TLS_351","College of Education","Teachg Learning Sociocult Stds","TLS_351","TLS","351","Ed Elem Children Physical Act","Upper Division",22,0,0,0,0,22,0,0,"Fall 2019",2020,0,0,0,0,100,0,0,"",3,43782,1,22,35,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,12
"2055","Fall 2019_TLS_352","College of Education","Teachg Learning Sociocult Stds","TLS_352","TLS","352","Dev Adolesc Person & Soc Resp","Upper Division",17,0,0,0,0,17,0,0,"Fall 2019",2020,0,0,0,0,100,0,0,"",3,50172,1,17,35,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,12
"2056","Fall 2019_TLS_353","College of Education","Teachg Learning Sociocult Stds","TLS_353","TLS","353","Rec/Leisure in Contemp Society","Upper Division",34,4,0,0,4,30,0,0,"Fall 2019",2020,11.8,0,0,11.8,88.2,0,0,"",3,131125,2,34,35,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,12
"2057","Fall 2019_TLS_354","College of Education","Teachg Learning Sociocult Stds","TLS_354","TLS","354","Admin in Comm Rec & Park Orgs","Upper Division",45,8,4,1,13,32,0,0,"Fall 2019",2020,17.8,8.9,2.2,28.9,71.1,0,0,"",3,196695,3,45,70,3,0,1,0,0,0,2,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,1,2,0,0,0,1,0,2,0,0,0,0,0,0,12
"2058","Fall 2019_TLS_355","College of Education","Teachg Learning Sociocult Stds","TLS_355","TLS","355","Plng Comm Evnts & Rec Programs","Upper Division",53,0,3,1,4,49,0,0,"Fall 2019",2020,0,5.7,1.9,7.5,92.5,0,0,"",3,193332,3,53,65,37,1,0,0,0,0,2,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,1,2,0,0,0,1,2,0,0,0,0,0,0,0,12
"2059","Fall 2019_TLS_356","College of Education","Teachg Learning Sociocult Stds","TLS_356","TLS","356","Sport, Adolescents and Schools","Upper Division",69,0,0,1,1,67,1,0,"Fall 2019",2020,0,0,1.4,1.4,97.1,1.4,0,"",3,187444,3,69,70,3,0,0,1,0,0,2,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,1,2,0,0,0,1,2,0,0,0,0,0,0,0,12
"2060","Fall 2019_TLS_357","College of Education","Teachg Learning Sociocult Stds","TLS_357","TLS","357","Using Data to Guide:Birth to 8","Upper Division",23,0,0,0,0,23,0,0,"Fall 2019",2020,0,0,0,0,100,0,0,"",3,47567,1,23,35,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,12
"2061","Fall 2019_TLS_358","College of Education","Teachg Learning Sociocult Stds","TLS_358","TLS","358","Theory & Practice of Coaching","Upper Division",34,0,0,1,1,33,0,0,"Fall 2019",2020,0,0,2.9,2.9,97.1,0,0,"",3,131139,2,34,35,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,12
"2062","Fall 2019_TLS_373","College of Education","Teachg Learning Sociocult Stds","TLS_373","TLS","373","Inclusive Physical Activity","Upper Division",12,1,0,0,1,11,0,0,"Fall 2019",2020,8.3,0,0,8.3,91.7,0,0,"",3,54298,1,12,35,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,12
"2063","Fall 2019_TLS_400","College of Education","Teachg Learning Sociocult Stds","TLS_400","TLS","400","Career Dev: Lit, Lrng & Ldrshp","Upper Division",28,0,0,0,0,28,0,0,"Fall 2019",2020,0,0,0,0,100,0,0,"",1,51293,1,28,29,40,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,12
"2064","Fall 2019_TLS_401","College of Education","Teachg Learning Sociocult Stds","TLS_401","TLS","401","Sustain Family-School Partners","Upper Division",89,0,0,0,0,89,0,0,"Fall 2019",2020,0,0,0,0,100,0,0,"",3,264998,4,89,100,4,2,0,2,0,0,0,1,1,2,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,12
